active,passive,verb,bad,exclude,match
The athlete pushed the weights.,The weights were pushed by the athlete.,push,,,TRUE
The teacher pushed the desk.,The desk was pushed by the teacher.,push,,,TRUE
The crowd pushed the barriers.,The barriers were pushed by the crowd.,push,,,TRUE
A player pushed the ball.,The ball was pushed by a player.,push,,,TRUE
The dog pushed the toy.,The toy was pushed by the dog.,push,,,TRUE
The wind pushed the leaves.,The leaves were pushed by the wind.,push,,,TRUE
The artist pushed the canvas.,The canvas was pushed by the artist.,push,,,TRUE
The boy shoved the door.,The door was shoved by the boy.,shove,,,TRUE
A player shoved the opponent.,The opponent was shoved by a player.,shove,,,TRUE
The crowd shoved the barrier.,The barrier was shoved by the crowd.,shove,,,TRUE
The student shoved the desk.,The desk was shoved by the student.,shove,,,TRUE
The dog shoved the ball.,The ball was shoved by the dog.,shove,,,TRUE
A worker shoved the cart.,The cart was shoved by a worker.,shove,,,TRUE
The teammate shoved the rival.,The rival was shoved by the teammate.,shove,,,TRUE
An artist shoved the canvas.,The canvas was shoved by an artist.,shove,,,TRUE
The waiter shoved the plates.,The plates were shoved by the waiter.,shove,,,TRUE
The boy caught the ball.,The ball was caught by the boy.,catch,,,TRUE
The trainer caught the error.,The error was caught by the trainer.,catch,,,TRUE
The net caught the butterfly.,The butterfly was caught by the net.,catch,,,TRUE
The player caught the pass.,The pass was caught by the player.,catch,,,TRUE
The teacher found the answer.,The answer was found by the teacher.,find,,,TRUE
The child grabbed the toy.,The toy was grabbed by the child.,grab,,,TRUE
The athlete grabbed the trophy.,The trophy was grabbed by the athlete.,grab,,,TRUE
The waiter grabbed the plates.,The plates were grabbed by the waiter.,grab,,,TRUE
The artist grabbed the brush.,The brush was grabbed by the artist.,grab,,,TRUE
The dog grabbed the ball.,The ball was grabbed by the dog.,grab,,,TRUE
The thief grabbed the purse.,The purse was grabbed by the thief.,grab,,,TRUE
The student grabbed the book.,The book was grabbed by the student.,grab,,,TRUE
The gardener held the flowers.,The flowers were held by the gardener.,hold,,,TRUE
The captain held the trophy.,The trophy was held by the captain.,hold,,,TRUE
The athlete held the record.,The record was held by the athlete.,hold,,,TRUE
The boy hit the baseball.,The baseball was hit by the boy.,hit,,,TRUE
The coach hit the ball.,The ball was hit by the coach.,hit,,,TRUE
A dog hit the fence.,The fence was hit by a dog.,hit,,,TRUE
The athlete hit the target.,The target was hit by the athlete.,hit,,,TRUE
The teacher hit the desk.,The desk was hit by the teacher.,hit,,,TRUE
The child hit the piñata.,The piñata was hit by the child.,hit,,,TRUE
A player hit the goal.,The goal was hit by a player.,hit,,,TRUE
The artist hit the canvas.,The canvas was hit by the artist.,hit,,,TRUE
The musician hit the note.,The note was hit by the musician.,hit,,,TRUE
The player kicked the ball.,The ball was kicked by the player.,kick,,,TRUE
The child kicked the toy.,The toy was kicked by the child.,kick,,,TRUE
The horse kicked the fence.,The fence was kicked by the horse.,kick,,,TRUE
The coach kicked the chair.,The chair was kicked by the coach.,kick,,,TRUE
The woman kicked the door.,The door was kicked by the woman.,kick,,,TRUE
The team kicked the winning goal.,The winning goal was kicked by the team.,kick,,,TRUE
The dog kicked the blanket.,The blanket was kicked by the dog.,kick,,,TRUE
The soldier kicked the bucket.,The bucket was kicked by the soldier.,kick,,,TRUE
The boy knocked the door.,The door was knocked by the boy.,knock,,???,TRUE
A woman knocked the table.,The table was knocked by a woman.,knock,,,TRUE
The teacher knocked the chalkboard.,The chalkboard was knocked by the teacher.,knock,,,TRUE
John knocked the vase.,The vase was knocked by John.,knock,,,TRUE
The child knocked the book off the shelf.,The book was knocked off the shelf by the child.,knock,,,TRUE
Someone knocked the window.,The window was knocked by someone.,knock,,,TRUE
The athlete knocked the ball.,The ball was knocked by the athlete.,knock,,,TRUE
The carpenter knocked the nail.,The nail was knocked by the carpenter.,knock,,,TRUE
The neighbor knocked the fence.,The fence was knocked by the neighbor.,knock,,,TRUE
The teacher slapped the desk.,The desk was slapped by the teacher.,slap,,,TRUE
The boxer slapped the opponent.,The opponent was slapped by the boxer.,slap,,,TRUE
The child slapped the mosquito.,The mosquito was slapped by the child.,slap,,,TRUE
The student slapped the book.,The book was slapped by the student.,slap,,,TRUE
The mother slapped the pillow.,The pillow was slapped by the mother.,slap,,,TRUE
The coach slapped the playbook.,The playbook was slapped by the coach.,slap,,,TRUE
The dog slapped the ground.,The ground was slapped by the dog.,slap,x,,TRUE
The comedian slapped the stage.,The stage was slapped by the comedian.,slap,,,TRUE
The actor slapped the script.,The script was slapped by the actor.,slap,,,TRUE
The teacher tapped the desk.  ,The desk was tapped by the teacher.,tap,,,TRUE
The musician tapped the drum.  ,The drum was tapped by the musician.,tap,,,TRUE
A child tapped the window.  ,The window was tapped by a child.,tap,,,TRUE
The coach tapped the player's shoulder.  ,The player's shoulder was tapped by the coach.,tap,,,TRUE
The artist tapped the canvas.  ,The canvas was tapped by the artist.,tap,,,TRUE
The employee tapped the keys.  ,The keys were tapped by the employee.,tap,,,TRUE
A student tapped the screen.  ,The screen was tapped by a student.,tap,,,TRUE
The scientist tapped the flask.  ,The flask was tapped by the scientist.,tap,,,TRUE
The dancer tapped the floor.  ,The floor was tapped by the dancer.,tap,,,TRUE
The drummer thumped the bass drum.,The bass drum was thumped by the drummer.,thump,,,TRUE
A child thumped the table.,The table was thumped by a child.,thump,,,TRUE
The contractor thumped the nails.,The nails were thumped by the contractor.,thump,,,TRUE
The player thumped the ball.,The ball was thumped by the player.,thump,,,TRUE
A cat thumped the ground.,The ground was thumped by a cat.,thump,,,TRUE
The teacher thumped the desk.,The desk was thumped by the teacher.,thump,,,TRUE
The crowd thumped the bleachers.,The bleachers were thumped by the crowd.,thump,,,TRUE
The child whacked the piñata.,The piñata was whacked by the child.,whack,,,TRUE
The gardener whacked the weeds.,The weeds were whacked by the gardener.,whack,,,TRUE
The player whacked the ball.,The ball was whacked by the player.,whack,,,TRUE
A teacher whacked the desk.,The desk was whacked by a teacher.,whack,,,TRUE
The chef whacked the garlic.,The garlic was whacked by the chef.,whack,,,TRUE
The kid whacked the drum.,The drum was whacked by the kid.,whack,,,TRUE
The athlete whacked the target.,The target was whacked by the athlete.,whack,,,TRUE
The boy whacked the tree.,The tree was whacked by the boy.,whack,,,TRUE
The woman whacked the meat.,The meat was whacked by the woman.,whack,,,TRUE
The cat clawed the sofa.  ,The sofa was clawed by the cat.,claw,,,TRUE
The bird clawed the window.  ,The window was clawed by the bird.,claw,,,TRUE
The child clawed the sandcastle.  ,The sandcastle was clawed by the child.,claw,,,TRUE
The dog clawed the grass.  ,The grass was clawed by the dog.,claw,,,TRUE
The bear clawed the tree.  ,The tree was clawed by the bear.,claw,,,TRUE
The raccoon clawed the trash can.  ,The trash can was clawed by the raccoon.,claw,,,TRUE
The tiger clawed the ground.  ,The ground was clawed by the tiger.,claw,,,TRUE
The dinosaur clawed the prey.  ,The prey was clawed by the dinosaur.,claw,,,TRUE
The dragon clawed the knight.  ,The knight was clawed by the dragon.,claw,,,TRUE
The child pinched the balloon.  ,The balloon was pinched by the child.,pinch,,,TRUE
The comedian pinched the audience.  ,The audience was pinched by the comedian.,pinch,,,TRUE
The cat pinched the fish.  ,The fish was pinched by the cat.,pinch,,,TRUE
A student pinched the paper.  ,The paper was pinched by a student.,pinch,,,TRUE
The toddler pinched the toy.  ,The toy was pinched by the toddler.,pinch,,,TRUE
The artist pinched the model.  ,The model was pinched by the artist.,pinch,,,TRUE
The chef pinched the salt.  ,The salt was pinched by the chef.,pinch,,,TRUE
The boxer punched the heavy bag.,The heavy bag was punched by the boxer.,punch,,,TRUE
The student punched the pillow.,The pillow was punched by the student.,punch,,,TRUE
The thief punched the security guard.,The security guard was punched by the thief.,punch,,,TRUE
The coach punched the opponent.,The opponent was punched by the coach.,punch,,,TRUE
An athlete punched the target.,The target was punched by an athlete.,punch,,,TRUE
The boy punched the wall.,The wall was punched by the boy.,punch,,,TRUE
A player punched the referee.,The referee was punched by a player.,punch,,,TRUE
The actor punched the stuntman.,The stuntman was punched by the actor.,punch,,,TRUE
The cat scratched the sofa.,The sofa was scratched by the cat.,scratch,,,TRUE
A child scratched the surface.,The surface was scratched by a child.,scratch,,,TRUE
The bird scratched the ground.,The ground was scratched by the bird.,scratch,,,TRUE
The artist scratched the canvas.,The canvas was scratched by the artist.,scratch,,,TRUE
The technician scratched the vinyl.,The vinyl was scratched by the technician.,scratch,,,TRUE
The player scratched the ball.,The ball was scratched by the player.,scratch,,,TRUE
The cat poked the box.,The box was poked by the cat.,poke,,,TRUE
A child poked the balloon.,The balloon was poked by a child.,poke,,,TRUE
The stick poked the ground.,The ground was poked by the stick.,poke,,,TRUE
A student poked the notebook.,The notebook was poked by a student.,poke,,,TRUE
The dog poked the fence.,The fence was poked by the dog.,poke,,,TRUE
The bird poked the tree.,The tree was poked by the bird.,poke,,,TRUE
The fork poked the food.,The food was poked by the fork.,poke,,,TRUE
A friend poked the screen.,The screen was poked by a friend.,poke,,,TRUE
The doctor poked the arm.,The arm was poked by the doctor.,poke,,,TRUE
The couple kissed each other.,The couple was kissed by each other.,kiss,x,,TRUE
The mother kissed the baby.,The baby was kissed by the mother.,kiss,,,TRUE
The actor kissed the actress.,The actress was kissed by the actor.,kiss,,,TRUE
The friend kissed the cheek.,The cheek was kissed by the friend.,kiss,,,TRUE
The princess kissed the frog.,The frog was kissed by the princess.,kiss,,,TRUE
The child kissed the teddy bear.,The teddy bear was kissed by the child.,kiss,,,TRUE
The bride kissed the groom.,The groom was kissed by the bride.,kiss,,,TRUE
The girl kissed the photograph.,The photograph was kissed by the girl.,kiss,,,TRUE
The dog licked the ice cream.,The ice cream was licked by the dog.,lick,,,TRUE
The child licked the spoon.,The spoon was licked by the child.,lick,,,TRUE
The cat licked the milk.,The milk was licked by the cat.,lick,,,TRUE
The boy licked the envelope.,The envelope was licked by the boy.,lick,,,TRUE
The girl licked the stamp.,The stamp was licked by the girl.,lick,,,TRUE
The puppy licked the owner's hand.,The owner's hand was licked by the puppy.,lick,,,TRUE
The baker licked the frosting.,The frosting was licked by the baker.,lick,,,TRUE
The toddler licked the cupcake.,The cupcake was licked by the toddler.,lick,,,TRUE
